therapist_name,sub_title,Bio,therapist_url,Specialty,style
Theresa Searles,"Therapist, Virtual",“My goal is to work with my clients to increase self-empowerment and learn new tools to overcome life challenges.”,https://care.headway.co/providers/theresa-searles?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Holistic', 'Inquisitive', 'Warm']"
Jessica Rosas,"Therapist, Virtual","“My style is warm, collaborative, and grounded. I'll meet you where you are, and together we'll set goals that matter to you.”",https://care.headway.co/providers/jessica-rosas?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Bipolar disorder', 'Cultural & ethnic issues']","['Empowering', 'Humorous', 'Warm']"
Bonni Funk,"Therapist, Virtual","“I've had over 20 years experience in helping people heal from co-dependency, particularly from those with narcissistic behaviors.”",https://care.headway.co/providers/bonni-funk?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Inquisitive', 'Open-minded', 'Warm']"
Alex Rhodes,"Therapist, Virtual",“Finding and embracing your authentic self is a journey that can be challenging. Figuring out how to cope in a healthy way with what the world throws at us can be difficult. I'm interested in working with you to figure out how you want your life and...”,https://care.headway.co/providers/alex-rhodes?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Chronic conditions', 'Cultural & ethnic issues', 'Depression']","['Creative', 'Empowering', 'Open-minded']"
Veronica Michael,"Therapist, Virtual",“I have completed a MA in Counseling Psychology. I have worked with diverse populations covering many issues. My approach is client focused through active listening skills and empathic support.”,https://care.headway.co/providers/veronica-michael?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Cultural & ethnic issues', 'Depression']","['Affirming', 'Open-minded', 'Warm']"
Jeff J Garcia,"Therapist, Virtual","“I offer a supportive, nonjudgmental space in both English and Spanish where you can feel truly heard and empowered.”",https://care.headway.co/providers/jeff-j-garcia?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Affirming', 'Empowering', 'Solution-oriented']"
Nathan Thephavongsa,"Therapist, Virtual","“My approach is warm, open-minded, and collaborative. I believe therapy is a space for exploration and growth...”",https://care.headway.co/providers/nathan-thephavongsa?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Depression', 'PTSD', 'Relationship issues']","['Direct', 'Open-minded', 'Warm']"
Jose Hernandez,"Therapist, Virtual","“I’m a naturally curious, growth-oriented human who believes healing happens when insight meets action. I love helping people zoom out to see the bigger picture of their lives—while also gently zooming in on the patterns, habits, and beliefs that...”",https://care.headway.co/providers/jose-hernandez-3?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Chronic conditions', 'Cultural & ethnic issues']","['Affirming', 'Holistic', 'Warm']"
Angie Gunn,"Therapist, Virtual","“Hey you, I'm Angie, an AASECT Certified Sex Therapist and supervisor, with more than 15 years experience in the sexuality field, supporting sexuality communities, and teaching others to break the sex and gender boxes we were given. In addition to my...”",https://care.headway.co/providers/angie-gunn?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Depression', 'Family issues']","['Affirming', 'Creative', 'Open-minded']"
Fizura Barker,"Psychologist, Virtual","“Sometimes the hardest part isn't the struggle itself. It's finding someone who will actually understand the world you're living in. I'm Pia, a psychotherapist with many years of experience working with adults and seniors through anxiety, trauma,...”",https://care.headway.co/providers/fizura-barker?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'Family issues']","['Affirming', 'Empowering', 'Warm']"
Dr. Kourtney Carter,"Therapist, Virtual","“I believe mental health should be embraced, prioritized, and treated with the same importance as physical health.”",https://care.headway.co/providers/kourtney-carter?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Bipolar disorder', 'Cultural & ethnic issues', 'Depression']","['Open-minded', 'Solution-oriented', 'Warm']"
Melony Burns,"Therapist, Virtual","“I appreciate the eclectic person you are and would like to help you identify your own cracks, so that you can let your own light in.”",https://care.headway.co/providers/melony-burns?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Depression', 'Diabetes', 'Identity issues']","['Affirming', 'Open-minded', 'Warm']"
Riva Orr,"Therapist, Virtual","“My clients can expect the ""detective work"" approach of CBT coupled with the more experimental approach, such as reenacting dreams and parts work.”",https://care.headway.co/providers/riva-orr?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Chronic conditions', 'Cultural & ethnic issues']","['Creative', 'Holistic', 'Inquisitive']"
Maria Martinez,"Therapist, Virtual","“My style is warm, collaborative, and culturally responsive. As a Mexican-American Latina and daughter of immigrant parents, I understand how culture, family expectations, and lived experiences can shape emotional well-being.”",https://care.headway.co/providers/maria-martinez-6?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'Family issues']","['Empowering', 'Open-minded', 'Warm']"
Andrea Faraday,"Therapist, Virtual",“I support clients who want a caring and steady space where they can explore their inner world with honesty and compassion.”,https://care.headway.co/providers/andrea-faraday?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Depression', 'End of life care']","['Empowering', 'Holistic', 'Open-minded']"
Cleopatra Oubre,"Therapist, Virtual","“My communication style is warm, direct, and collaborative. I aim to create a safe, shame-free space where you feel heard and validated.”",https://care.headway.co/providers/cleopatra-oubre?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Bipolar disorder', 'Depression', 'Identity issues']","['Affirming', 'Direct', 'Warm']"
Renee EB-Walton,"Therapist, Virtual","“My training enables me to facilitate personal growth and self-discovery, helping individuals access their inner resources to overcome challenges and reduce suffering.”",https://care.headway.co/providers/renee-eb-walton?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Depression', 'Family issues']","['Inquisitive', 'Solution-oriented', 'Warm']"
Diana (Didi) Orozco,"Therapist, Virtual","“My style is warm, down-to-earth, and collaborative. I believe therapy works best when it feels like a safe enough space where you can show up exactly as you are—tears, laughter, uncertainty, and all.”",https://care.headway.co/providers/diana-didi-orozco?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'Identity issues']","['Empowering', 'Open-minded', 'Warm']"
Dr. Peter Cabrera-Nguyen,"Therapist, Virtual","“I aim to create a warm, collaborative space where you feel supported, understood, and empowered to make meaningful change.”",https://care.headway.co/providers/peter-cabrera-nguyen?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Affirming', 'Open-minded', 'Warm']"
Michael Herrera,"Therapist, Virtual","“I am warm, friendly, and passionate about my work. I am creative in techniques and I use humor to facilitate the exploration of concerns.”",https://care.headway.co/providers/michael-herrera?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Cultural & ethnic issues']","['Challenging', 'Humorous', 'Participatory']"
Taylor Jackman,"Therapist, Virtual","“I am a compassionate, trauma-informed therapist dedicated to creating a safe, affirming, and supportive space where clients feel genuinely seen and heard.”",https://care.headway.co/providers/taylor-jackman?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Chronic conditions', 'Depression']","['Affirming', 'Empowering', 'Open-minded']"
Federico Rolandi,"Therapist, Virtual","“I specialize in supporting high-functioning adults navigating ADHD, burnout, addiction, and emotional overwhelm. My approach is direct, compassionate, and focused on helping you understand how your mind works—while building practical tools that...”",https://care.headway.co/providers/federico-rolandi?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Empowering', 'Energetic', 'Warm']"
George Brian Michalko,"Therapist, Virtual",“I balance CBT and Psychodynamic principals through an LGBT Affirmative Lens to ensure my clients are able to identify internal and external stressors and find ways to move through them.”,https://care.headway.co/providers/george-brian-michalko?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Bipolar disorder', 'Cultural & ethnic issues', 'Depression']","['Affirming', 'Creative', 'Humorous']"
Merle Yost,"Therapist, Virtual","“I am a survivor of emotional, sexual, and physical abuse... Through the intervention of close friends, I was encouraged to see a psychotherapist, and she changed my life.”",https://care.headway.co/providers/merle-yost?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Family issues', 'Identity issues', ""Men's issues""]","['Challenging', 'Empowering', 'Holistic']"
Cheyenne Robbins,"Therapist, Virtual","“I am passionate about this work because I believe psycho-education & understanding trauma's impact on our mind, body, and soul is the pathway to ending generational cycles of abuse and creating bright and joyful futures.”",https://care.headway.co/providers/cheyenne-robbins?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Chronic conditions', 'Cultural & ethnic issues', 'Depression']","['Affirming', 'Creative', 'Open-minded']"
Dr. Emily Eckstein,"Therapist, Virtual","“I believe therapy is most effective when you feel genuinely understood, supported, and challenged in ways that promote meaningful growth.”",https://care.headway.co/providers/emily-eckstein-2?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Bipolar disorder', 'Chronic conditions', 'Cultural & ethnic issues']","['Direct', 'Open-minded', 'Warm']"
M. Watson,"Therapist, Virtual","“I'm a Licensed Clinical Social Worker (LCSW) based in Long Beach, California, and I work with individual adults navigating life transitions, everyday stress, and everything in between. My background in older adult services means I bring a deep...”",https://care.headway.co/providers/m-watson?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'End of life care', 'PTSD', 'Stress management']","['Affirming', 'Creative', 'Humorous']"
Maya Peters,"Therapist, Virtual","“My treatment methodology builds on each individual's strengths. I see treatment as a collaborative endeavor that requires empathy, transparency, and client-centered goals.”",https://care.headway.co/providers/maya-peters-2?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Cultural & ethnic issues', 'Depression']","['Empowering', 'Open-minded', 'Warm']"
Christiana Metzenbaum,"Therapist, Virtual","“With over a decade of experience as a licensed therapist, I've worked in varying settings with diverse populations. My specialty areas include anxiety, depression, trauma, ADHD, and relational issues with family, partners, work peers, and friends....”",https://care.headway.co/providers/christiana-metzenbaum?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Depression', 'End of life care']","['Affirming', 'Humorous', 'Warm']"
Stephanie DeLange,"Therapist, Virtual","“I love getting down to the basics, the fundamentals, the practical action steps that can move someone from here to there.”",https://care.headway.co/providers/stephanie-delange?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Identity issues', 'Stress management', ""Women's issues""]","['Empowering', 'Solution-oriented', 'Warm']"
Spenser Kash,"Therapist, Virtual","“I believe that even in the face of uncertainty, humans possess an inherent capacity for growth, resiliency, and healing.”",https://care.headway.co/providers/spenser-kash?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Depression', 'Grief or loss']","['Affirming', 'Holistic', 'Open-minded']"
Alexandra Cooperman,"Therapist, Virtual & in-person","“I am a Licensed Clinical Social Worker born and raised in Los Angeles, California. I earned my Bachelor’s in Psychology from Skidmore College and my Master of Social Work from Columbia University, where I specialized in clinical practice with...”",https://care.headway.co/providers/alexandra-cooperman?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Depression', 'Family issues']","['Affirming', 'Empowering', 'Inquisitive']"
Dr. Lanz Banes,"Therapist, Virtual",“I believe change begins with a strong therapeutic relationship. I prioritize creating an environment where clients can feel comfortable showing up as they are.”,https://care.headway.co/providers/lanz-banes?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Cultural & ethnic issues']","['Empowering', 'Humorous', 'Inquisitive']"
Pavlo OConnor,"Therapist, Virtual","“I work primarily with gay and queer men, and the people who love them, navigating identity, self-worth, relationships, and life transitions.”",https://care.headway.co/providers/pavlo-oconnor?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Cultural & ethnic issues']","['Affirming', 'Holistic', 'Solution-oriented']"
Nancy Lopez,"Therapist, Virtual","“I balance insight and self-exploration with practical tools and strategies, helping clients develop a deeper understanding of themselves while working toward meaningful, achievable goals.”",https://care.headway.co/providers/nancy-lopez?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Depression', 'Grief or loss', 'Identity issues']","['Affirming', 'Inquisitive', 'Open-minded']"
Jada Howcroft,"Therapist, Virtual",“I specialize in LGBTQ+ affirming care and trauma-focused therapy. I believe in the power of relational healing...”,https://care.headway.co/providers/jada-howcroft?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Depression', 'Identity issues']","['Direct', 'Empowering', 'Warm']"
Dimas Moncada,"Therapist, Virtual","“I've developed the skills to help you (a) explore and identify the causes of your challenges and (b) develop an individualized plan that leads to measurable progress, the progress you seek.”",https://care.headway.co/providers/dimas-moncada?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'End of life care']","['Holistic', 'Participatory', 'Solution-oriented']"
Jonathan Hernandez,"Therapist, Virtual","“I am an LCSW with over 10 years of experience in the field. I've worked in hospital settings, inpatient and outpatient mental health, and telehealth therapy. I draw from a wide range of modalities to provide personalized therapeutic solutions and am...”",https://care.headway.co/providers/jonathan-hernandez?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Depression', 'End of life care']","['Empowering', 'Open-minded', 'Solution-oriented']"
Angie Noriega,"Therapist, Virtual","“Hello, I am a Licensed Marriage and Family Therapist based in California. I received my Master's from the University of Southern California (USC) and have been practicing for 5 years. I help adults and teenagers be able to sift through negative...”",https://care.headway.co/providers/angie-noriega?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'Family issues']","['Affirming', 'Inquisitive', 'Open-minded']"
Leah Dean,"Therapist, Virtual",“I'm continually driven by the belief that everyone has the potential for positive growth and change.”,https://care.headway.co/providers/leah-dean?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Depression', 'Family issues']","['Affirming', 'Energetic', 'Warm']"
Abneet Sohi,"Therapist, Virtual","“My practice centers on empowering clients through challenges related to depression, anxiety, life transitions, and self-esteem.”",https://care.headway.co/providers/abneet-sohi?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'Family issues']","['Direct', 'Empowering', 'Warm']"
Elizabeth Hinojosa,"Therapist, Virtual","“Liz's philosophy as a healer and alchemist is to honor each experience entrusted to her by offering a nonjudgemental space filled with empathy, compassion and sense of humor.”",https://care.headway.co/providers/elizabeth-hinojosa?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'Family issues']","['Empowering', 'Humorous', 'Inquisitive']"
Damien Beauchemin,"Therapist, Virtual",“I bring a lot of humor into my sessions because sometimes you need to laugh at the dark to remove its power.”,https://care.headway.co/providers/damien-beauchemin?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Humorous', 'Participatory', 'Solution-oriented']"
Raquel Arellano-Jackson,"Therapist, Virtual","“I believe real change is a gradual evolution (hence my practice name Gentle Evolutions), and there are often many stops along the way.”",https://care.headway.co/providers/raquel-arellano-jackson?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Bipolar disorder', 'Cultural & ethnic issues', 'Depression']","['Inquisitive', 'Open-minded', 'Warm']"
Betel Christy Ruschmeyer,"Therapist, Virtual","“My name is Betel, and I am a California Licensed Marriage & Family Therapist in my 6th year of practice. I received my MA from the California Institute of Integral Studies in San Francisco, where I trained in a process-oriented,...”",https://care.headway.co/providers/betel-christy-ruschmeyer?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Chronic conditions', 'Depression']","['Inquisitive', 'Open-minded', 'Warm']"
Laura Myer,"Therapist, Virtual","“I believe that daily habits and lifestyle play a vital role in overall wellness, including mental health.”",https://care.headway.co/providers/laura-myer?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Bipolar disorder', 'Chronic conditions']","['Holistic', 'Open-minded', 'Participatory']"
Be Staub,"Therapist, Virtual & in-person","“As a Licensed Marriage & Family Therapist and Registered Art Therapist, my work centers queer and transgender preteens, teens, and adults, as well as individuals with current or past foster care involvement. My clients may be feeling overwhelmed,...”",https://care.headway.co/providers/be-staub?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Depression', 'Family issues', 'Grief or loss']","['Creative', 'Inquisitive', 'Open-minded']"
Jaime Haasch,"Therapist, Virtual","“I am warm, welcoming, and direct in my approach with clients. I include mindfulness, gratitude, compassion, and acceptance in my work with clients.”",https://care.headway.co/providers/jaime-haasch?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Depression']","['Empowering', 'Solution-oriented', 'Warm']"
Tanya Fernandez,"Therapist, Virtual","“I believe deep down we all have the wisdom we need—sometimes we just need a safe, compassionate space to reconnect with it.”",https://care.headway.co/providers/tanya-fernandez?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Family issues', 'Grief or loss', 'Identity issues']","['Affirming', 'Empowering', 'Warm']"
Essy Knopf,"Therapist, Virtual","“My style is warm, direct, and emotionally attuned. I'm not a blank slate, and I don't expect you to be.”",https://care.headway.co/providers/essy-knopf?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anxiety', 'Chronic conditions', 'Depression']","['Direct', 'Solution-oriented', 'Warm']"
David Washington,"Therapist, Virtual",“Plants don't force growth — they respond to the right conditions. I believe people work the same way.”,https://care.headway.co/providers/david-washington?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Bipolar disorder', 'Cultural & ethnic issues']","['Humorous', 'Open-minded', 'Warm']"
Valentina Volk,"Therapist, Virtual","“If you are navigating grief, a serious illness, a cancer diagnosis, or the quiet exhaustion of caring for someone you love, I am here for the full weight of it. I also work with people moving through anxiety, depression, infertility, and major life...”",https://care.headway.co/providers/valentina-volk?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anger management', 'Anxiety', 'Chronic conditions', 'Cultural & ethnic issues']","['Empowering', 'Open-minded', 'Warm']"
Adam Wiswell,"Psychologist, Virtual",“My approach to counseling is strengths based and empowerment focused. I use a collaborative and egalitarian style with people who I works with in counseling.”,https://care.headway.co/providers/adam-wiswell?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Cultural & ethnic issues']","['Empowering', 'Humorous', 'Solution-oriented']"
Jeannette Phelan,"Therapist, Virtual","“I've been a licensed LMFT in Sacramento, CA. for over 40 years. My primary education was at California State University, Sacramento, but have received extensive training in other areas that include, but not limited to: PTSD, Depression, Anxiety,...”",https://care.headway.co/providers/jeannette-phelan?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Depression', 'End of life care', 'Grief or loss']","['Affirming', 'Direct', 'Warm']"
Edward Garren,"Therapist, Virtual",“The purpose of therapy is to remove blocks to truth; to help you abandon any patterns of belief that no longer serve you in a productive way; to implement self-forgiveness.”,https://care.headway.co/providers/edward-garren?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Cultural & ethnic issues']","['Direct', 'Humorous', 'Participatory']"
"Elihu ""Eliott"" Goretsky","Therapist, Virtual","“I specialize in adults with addiction-recovery issues, LGBT+ patients, phase of life problems, and couples (limited).”",https://care.headway.co/providers/elihu-eliott-goretsky?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Cultural & ethnic issues', 'Depression', 'End of life care']","['Empowering', 'Humorous', 'Solution-oriented']"
Gino Memoli,"Therapist, Virtual",“I believe every part of you exists for a reason—even the ones that feel messy or hard to understand.”,https://care.headway.co/providers/gino-memoli?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Bipolar disorder', 'Depression', 'Family issues']","['Direct', 'Empowering', 'Open-minded']"
Shanelle Johnson,"Therapist, Virtual & in-person",“I show up 100% authentic to who I am with the hopes that that give you permission to show up 100% authentic to who I am.”,https://care.headway.co/providers/shanelle-johnson?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Direct', 'Empowering', 'Solution-oriented']"
Jacqueline Berrios,"Therapist, Virtual","“I’m Jackie Berrios, a bilingual Licensed Clinical Social Worker (LCSW) with over a decade of experience in mental health. I'm a mother of two toddler boys, and a proud first-generation Latina from the DC area, living in CA since 2013. I help mom's...”",https://care.headway.co/providers/jacqueline-berrios?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Depression', 'Maternal mental health', 'Stress management']","['Affirming', 'Empowering', 'Warm']"
Alan Murray,"Therapist, Virtual","“I believe therapy is a journey of self-discovery, empowerment, and healing, and I will be honored to walk that journey with you.”",https://care.headway.co/providers/alan-murray?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Chronic conditions', 'Cultural & ethnic issues', 'Depression']","['Empowering', 'Holistic', 'Solution-oriented']"
Aaron Ruiz Zuniga,"Therapist, Virtual",“I have extensive history working with individuals experiencing psychotic symptoms and crisis situations.”,https://care.headway.co/providers/aaron-ruiz-zuniga?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Empowering', 'Humorous', 'Participatory']"
Margie Tyrone,"Therapist, Virtual","“Margie Tyrone is a licensed marriage and family therapist (LMFT) with over 20 years of experience providing compassionate and effective therapy to individuals, couples, and families. With a deep passion for helping people navigate life’s challenges,...”",https://care.headway.co/providers/margie-tyrone?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'Anxiety', 'Depression', 'Family issues', 'Grief or loss']","['Open-minded', 'Solution-oriented', 'Warm']"
Patricia Riley,"Therapist, Virtual","“I believe in each individual's right to self determination. Life can have multiple challenges, but with a thoughtful approaches it can reduce the power over us the challenges can have.”",https://care.headway.co/providers/patricia-riley?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Affirming', 'Open-minded', 'Solution-oriented']"
Cecilia Hanono,"Therapist, Virtual","“My approach to therapy is warm, collaborative, and client-centered. I provide a safe, nonjudgmental space where clients feel truly heard and supported.”",https://care.headway.co/providers/cecilia-hanono?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Empowering', 'Open-minded', 'Participatory']"
Rafael Ortega,"Therapist, Virtual","“My goal is to create a space where you feel seen, understood, and supported as you navigate life's challenges.”",https://care.headway.co/providers/rafael-ortega?preferredCarrierId=61&state=CALIFORNIA&lat=32.7742488&lon=-117.1411815,"['Matches your filter: LGBTQIA+', 'ADD/ADHD', 'Anger management', 'Anxiety', 'Bipolar disorder']","['Empowering', 'Solution-oriented', 'Warm']"
